name,par_rank,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top1pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryville College,0.623852774,0.086030555,0.137560542,0.227228131,0.290199055,0.258981717,0.124206706,0.0088946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryville University Of Saint Louis,0.673380728,0.107145016,0.104265478,0.145623071,0.286052035,0.356914399,0.16757743,0.01281738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marywood University,0.602015657,0.091272012,0.097731062,0.202163761,0.360429371,0.248403794,0.09054701,0.004784791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts Bay Community College,0.583060199,0.177547031,0.173932279,0.195888897,0.237937345,0.214694449,0.090777717,0.002937765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts College Of Art And Design,0.677962799,0.136677513,0.192663441,0.196376931,0.237645734,0.236636381,0.104839413,0.00256814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts College Of Liberal Arts,0.614387206,0.083908106,0.159015076,0.231349504,0.311162448,0.214564866,0.09390015,0.00497253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts Institute Of Technology,0.770349455,0.071288626,0.052241326,0.056981741,0.093748254,0.725740053,0.620402808,0.203823405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massachusetts Maritime Academy,0.717831584,0.047647304,0.044401468,0.068661311,0.103329859,0.735960057,0.561911535,0.071587907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massasoit Community College,0.580821268,0.154584767,0.184948643,0.213510145,0.237921097,0.209035348,0.078433955,0.001562526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Master's College & Seminary ,0.646028705,0.241063572,0.1662025,0.118893315,0.157388864,0.316451749,0.200000984,0.025407081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayland Community College,0.406667177,0.175070543,0.327213408,0.303213948,0.150446743,0.044055358,0.012688549,7.83E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maynard A. Traviss Career Center,0.428463953,0.17315369,0.251880033,0.262687583,0.226252637,0.086026058,0.028436019,0.000217134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayville State University,0.54158201,0.085906928,0.107410353,0.251280577,0.318661166,0.236740976,0.089995075,0.007001025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDaniel College,0.710535726,0.077477278,0.089731438,0.114715018,0.270217461,0.447858805,0.220844958,0.021473475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McDowell Technical Community College,0.431576903,0.184027598,0.254936547,0.314439996,0.188459954,0.058135906,0.02581347,0.001978531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McHenry County College,0.676437728,0.137163496,0.16814744,0.227238973,0.244877589,0.222572502,0.091117633,0.004551755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKendree University,0.615521068,0.071195532,0.111096561,0.18097163,0.310874534,0.325861743,0.130525748,0.005495301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McLennan Community College,0.472713839,0.143398596,0.209385636,0.254854407,0.229993361,0.162368,0.058126499,0.003102262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMurry University,0.575222879,0.076926461,0.13380721,0.19074409,0.31328955,0.28523269,0.140868852,0.016925538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McNally Smith College Of Music,0.693898149,0.115139985,0.213698679,0.268546472,0.261220432,0.141394432,0.038545554,0.001586088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McPherson College,0.532404151,0.073478926,0.170814524,0.224993225,0.318505693,0.212207631,0.121367658,0.007051392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcneese State University,0.568056427,0.126877627,0.1534469,0.207797636,0.247649607,0.26422823,0.151882809,0.009871947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medaille College,0.567900985,0.076044087,0.151039439,0.255718033,0.349571436,0.167627004,0.040685009,0.003214391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medtech College,0.341087332,0.178617953,0.285047414,0.250819954,0.235859659,0.04965502,0.012760708,0.000582764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino College,0.461516698,0.239774491,0.225697719,0.218724992,0.203359072,0.112443726,0.05377491,0.003457192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced Community College,0.433351206,0.192273708,0.210641573,0.238284973,0.207458204,0.151341542,0.062153872,0.002566277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer County Community College,0.607689919,0.136960074,0.169470219,0.224617462,0.249505403,0.219446842,0.090973045,0.004800856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer University,0.645917163,0.098949354,0.118778596,0.145574683,0.24664562,0.390051747,0.225461567,0.015348048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercy College,0.469422009,0.160899182,0.198477398,0.20294508,0.226297761,0.211380579,0.091710461,0.003270271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercyhurst University,0.647016234,0.086617538,0.127441374,0.199885738,0.290078996,0.295976354,0.131344014,0.008800816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meredith College,0.709491741,0.164545862,0.155441706,0.163931763,0.275658923,0.240421747,0.112136494,0.004972898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meridian Community College,0.404293226,0.123557249,0.266725487,0.28244631,0.203909276,0.123361677,0.047459379,0.00362199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merrimack College,0.73461095,0.072223943,0.083964377,0.108071233,0.233730738,0.502009709,0.25791153,0.016401097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Messiah College,0.70734928,0.110453992,0.111526726,0.146033394,0.283174667,0.348811221,0.174068798,0.011841854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methodist University,0.544780206,0.101032707,0.135234986,0.196095587,0.296319347,0.271317373,0.125774952,0.008033483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metro Business College,0.394573794,0.178824804,0.40279952,0.308850012,0.075129226,0.034396438,0.026524945,0.00080955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Metropolitan Community College of Kansas City, MO",0.568687376,0.133226549,0.186460947,0.260515743,0.260817934,0.158978827,0.056984296,0.002748828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Metropolitan Community College of Omaha, NE",0.564069666,0.127827211,0.199323015,0.265115739,0.249004885,0.15872915,0.057575961,0.002208498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan State University Of Denver,0.634741086,0.120382935,0.155421592,0.201240268,0.279538298,0.243416907,0.103000606,0.004076661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami Dade Community College System,0.385551671,0.135840244,0.186452853,0.240685085,0.251170352,0.185851466,0.073039161,0.002368869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami International University Of Art & Design,0.443270192,0.200804236,0.22500812,0.23066619,0.182725679,0.160795775,0.073195944,0.005391102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miami University,0.757368796,0.095388462,0.093588715,0.136024208,0.2340033,0.440995315,0.274756851,0.045263278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan State University,0.746997776,0.085245485,0.087724111,0.124623814,0.237720335,0.464686255,0.278212436,0.031234176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan Technological University,0.690617777,0.069665496,0.062444919,0.091739093,0.170006805,0.606143686,0.368462781,0.02198804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-Plains Community College,0.478509217,0.130456558,0.196389479,0.274830856,0.24865583,0.149667278,0.046152289,0.002397338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-South Community College,0.383276115,0.149135117,0.317333552,0.282230514,0.186712202,0.064588615,0.03359485,0.002285562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mid-State Technical College,0.549257279,0.095803651,0.19322241,0.275422837,0.275731768,0.159819333,0.043868256,0.000614439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midamerica Nazarene University,0.62417095,0.134634777,0.161221907,0.217193099,0.252536186,0.23441403,0.104656536,0.005437393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Georgia State College,0.508157434,0.118520254,0.193780288,0.255326467,0.264177389,0.168195602,0.051557807,0.001684511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle Tennessee State University,0.644237612,0.110959343,0.146819676,0.206198553,0.296476614,0.239545815,0.116345658,0.007719285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlebury College,0.845910324,0.080736347,0.102322634,0.100778961,0.162535091,0.553626967,0.392980877,0.113433641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middlesex Community College of Bedford, MA",0.607908757,0.137784005,0.170650561,0.202968722,0.254222386,0.234374326,0.089468096,0.000906497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Middlesex Community College of Middletown, CT",0.604704897,0.152623037,0.205073575,0.225323211,0.243476698,0.173503479,0.054386599,0.002415359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlesex County College,0.588944005,0.134339599,0.164918887,0.196539898,0.243581362,0.260620254,0.121469689,0.003269862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland College,0.492175208,0.147667899,0.174884709,0.174131859,0.197738772,0.305576761,0.179964082,0.013724443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midland University,0.578614812,0.049087976,0.097531159,0.160681642,0.361058007,0.331641216,0.151084836,0.007713354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midlands Technical College,0.50381109,0.142051109,0.234845682,0.28470775,0.225938035,0.112457424,0.037439867,0.002051453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midred Elley College And Austin's School Of Spa Technology,0.35192424,0.225137525,0.323063412,0.315980165,0.105726072,0.030092825,0.003216463,0.000639014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midwest Technical Institute,0.416155033,0.114286129,0.240084762,0.305134478,0.157615049,0.182879582,0.054771045,0.001354345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midwestern State University,0.565699844,0.111849939,0.130026383,0.20193171,0.292308873,0.263883095,0.114049371,0.008439091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milan Institute of Palm Desert, CA",0.374777145,0.221440528,0.316880624,0.310178665,0.119291763,0.03220842,0.008714259,0.000361009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milan Institute of Sparks, NV",0.398692767,0.221136615,0.252087241,0.253113883,0.201290256,0.072372005,0.005166698,0.0005228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miles Community College,0.474946037,0.117180364,0.190768344,0.259393996,0.230942309,0.201714987,0.103017701,0.009240527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miller-Motte Technical College & McCann School Of Business & Technology,0.369287182,0.1576534,0.288298036,0.303535502,0.184250295,0.066262768,0.016506231,0.000152406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millersville University Of Pennsylvania,0.67118592,0.089353755,0.103968289,0.156619314,0.329244115,0.320814527,0.122795526,0.006527527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milligan College,0.654452524,0.111862377,0.140127651,0.229666239,0.276494542,0.241849191,0.121164334,0.014950528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millikin University,0.685176161,0.070097236,0.103413849,0.150311192,0.306367509,0.369810214,0.182547039,0.017103452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mills College,0.615199106,0.127332055,0.14061304,0.179255199,0.239953348,0.312846358,0.140717575,0.017870184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millsaps College,0.706679937,0.098674516,0.095889553,0.166950755,0.26277957,0.375705606,0.219194476,0.037032765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee Area Technical College,0.503926275,0.140876657,0.212416208,0.277081501,0.232025691,0.137599945,0.038031836,0.000492522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee Institute Of Art & Design,0.649243677,0.107049004,0.219084242,0.231550796,0.231838385,0.210477574,0.092467088,0.008560966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee School Of Engineering,0.666060305,0.051234427,0.03406937,0.070864076,0.164605959,0.679226168,0.428356099,0.021488743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral Area College,0.469299846,0.144046329,0.216625174,0.309480302,0.223575909,0.106272286,0.04352068,0.002799278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis Business College,0.569063247,0.073105823,0.137191243,0.295949856,0.364093679,0.129659398,0.04257031,0.00272356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis College Of Art & Design,0.671161694,0.126093294,0.213847493,0.213893059,0.238822372,0.207343781,0.113146045,0.003761327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota School Of Business,0.560550699,0.13149821,0.200105364,0.257344323,0.257801823,0.15325028,0.065202611,0.003435792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minnesota State University System, Century And Various Other Minnesota Community Colleges",0.591994729,0.089287448,0.147461599,0.233725496,0.298754581,0.230770876,0.085877188,0.003768645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minot State University,0.521876166,0.091831555,0.139858883,0.200066008,0.331423263,0.236820291,0.098821626,0.008134853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miracosta College,0.562989743,0.195690638,0.202590269,0.209372405,0.212195832,0.180150856,0.086270752,0.006017555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Misericordia  University,0.622135716,0.069841329,0.093905291,0.127339829,0.300994083,0.407919467,0.144725057,0.003341209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi College,0.668508488,0.099984529,0.117533483,0.190547185,0.251744278,0.340190525,0.188561043,0.017729911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Delta Community College,0.329462342,0.145908671,0.304867229,0.292470494,0.166281075,0.090472531,0.027744063,0.00180179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Gulf Coast Community College,0.474182378,0.153870987,0.212802387,0.248494053,0.224610142,0.160222431,0.068193634,0.002290975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi State University,0.639501619,0.088930512,0.099821902,0.184133017,0.261202666,0.365911903,0.202399618,0.019569681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi University For Women,0.535336371,0.119058859,0.171694634,0.248021832,0.266155651,0.195069024,0.061645461,0.006750603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Valley State University,0.297844021,0.122831097,0.283130522,0.283242322,0.205255881,0.105540177,0.033356056,0.001002943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Baptist University,0.628569596,0.152894239,0.130008375,0.22850325,0.29427191,0.194322226,0.083302562,0.003483272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri College,0.403403788,0.147545817,0.317290825,0.338828174,0.156108488,0.040226695,0.016455206,0.000681855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Southern State University,0.530374574,0.116268504,0.155201093,0.259890077,0.282467687,0.186172638,0.082594259,0.005737963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri State University,0.648476154,0.087629897,0.118088878,0.213055676,0.288521515,0.292704034,0.139100663,0.009748829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri State University - West Plains,0.411038023,0.12211276,0.227240873,0.335718283,0.187969617,0.126958467,0.044210398,0.000326422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Valley College,0.522886025,0.093855572,0.146963174,0.231764112,0.324600747,0.202816395,0.095531584,0.00223996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Western State University,0.548424967,0.099965408,0.150094013,0.269011871,0.279735575,0.201193133,0.076582904,0.003793214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell College,0.672094999,0.149851793,0.21271342,0.204674898,0.246989362,0.185770527,0.064766702,0.006247971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Community College,0.51290281,0.161391456,0.2400161,0.317303619,0.191524143,0.089764682,0.026716439,0.000767729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Technical Institute,0.50613116,0.063045439,0.130949906,0.219669571,0.271214839,0.315120245,0.15645244,0.003222068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moberly Area Community College,0.485139379,0.133938926,0.212367279,0.320864387,0.214741448,0.11808796,0.043188381,0.001019682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohave Community College,0.420524679,0.221635166,0.252305914,0.22678324,0.172952626,0.126323054,0.048861533,0.001911101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohawk Valley Community College - SUNY Office Of Community Colleg,0.490637845,0.137459317,0.203796551,0.258830768,0.233864224,0.166049141,0.059006955,0.001554741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth College,0.645223279,0.088415751,0.102429423,0.185326472,0.299789047,0.324039307,0.138894956,0.011919346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth University,0.70662697,0.089383823,0.08972323,0.127898112,0.243976975,0.44901786,0.229509482,0.018044818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe College,0.270053203,0.179751058,0.292498231,0.235186372,0.196216488,0.096347851,0.034205416,1.49E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe Community College,0.577881166,0.130365908,0.183315016,0.258138164,0.262626009,0.165554902,0.056009087,0.002894559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe County Community College,0.629822497,0.156343121,0.166907417,0.224222909,0.26003827,0.192488283,0.071253613,0.002334894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana State University - Billings,0.532272874,0.129936175,0.176748285,0.251668485,0.253024699,0.188622357,0.087212998,0.005734161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana State University - Northern,0.482491208,0.120295895,0.185064347,0.214112897,0.242500948,0.238025914,0.102956561,0.003011038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana State University Bozeman,0.635109705,0.101387178,0.136304724,0.19234312,0.238835,0.331129978,0.172970516,0.019166597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana Tech Of The University Of Montana,0.541951982,0.111913928,0.112071813,0.166814226,0.188463341,0.420736692,0.248499811,0.051565938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montcalm Community College,0.503162976,0.161216457,0.274144671,0.254563572,0.175988764,0.134086536,0.029721224,0.000937758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montclair State University,0.621281905,0.09656342,0.102805159,0.1265611,0.255427612,0.41864271,0.200682347,0.014673984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey Peninsula College,0.540474981,0.199334505,0.20115659,0.191302998,0.20373774,0.204468166,0.101892478,0.006502001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery College,0.55931568,0.155177504,0.159679174,0.172311415,0.249350174,0.263481733,0.118746513,0.00451446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Community College,0.419868627,0.191896051,0.249875975,0.312710774,0.202451258,0.043065942,0.006707639,7.29E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery County Community College,0.629157243,0.13912864,0.17611072,0.219793495,0.253216114,0.211751032,0.077288548,0.001692371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moody Bible Institute,0.606214832,0.20321901,0.191809073,0.204310216,0.198515466,0.202146236,0.08101763,0.005672244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moore Norman Technology Center School District No. 17,0.480092609,0.243607708,0.197718651,0.230175364,0.188167984,0.140330293,0.061238741,0.000633835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moraine Park Technical College,0.577613844,0.088908498,0.170326357,0.254257468,0.288477608,0.198030069,0.056133392,0.000643292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moraine Valley Community College,0.627974865,0.148099043,0.161675462,0.180213917,0.243028751,0.266982827,0.126495244,0.003004446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moravian College,0.688212142,0.067208783,0.080801983,0.125066675,0.26294491,0.463977649,0.214410356,0.015173879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morehead State University,0.511668682,0.124213785,0.154430788,0.272502636,0.271695893,0.177156898,0.081127599,0.004911512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morehouse College,0.629855077,0.109627928,0.141983418,0.150098385,0.203067591,0.395222678,0.263357845,0.025398881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morningside College,0.573077875,0.077276655,0.10353861,0.240593308,0.32551292,0.253078508,0.117142526,0.004988268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morton College,0.439192861,0.152083902,0.192796833,0.258690498,0.224213788,0.172214979,0.055928029,0.001049193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motlow State Community College,0.51298357,0.131050382,0.203327868,0.296147478,0.240323661,0.129150611,0.038572298,0.002242406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moultrie Technical College,0.295831852,0.174569494,0.389170429,0.289155193,0.087812477,0.059292407,0.004719202,0.000849658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Aloysius College,0.492791386,0.072208386,0.119635355,0.254850441,0.30490518,0.248400638,0.097454242,0.005071159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Holyoke College,0.711841832,0.099551032,0.100738211,0.139335356,0.243882665,0.416492737,0.214266681,0.015882751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Hood Community College,0.570617492,0.160976509,0.188679245,0.235629957,0.243312371,0.171401918,0.071553094,0.001935163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Ida College,0.5436715,0.146929188,0.192182758,0.235369186,0.252042015,0.173476853,0.068804404,0.003715539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Marty College,0.546233878,0.074068481,0.12813363,0.278207351,0.314416735,0.205173803,0.090888123,0.006791396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Mary University,0.608815083,0.078511731,0.23317113,0.208517363,0.292378453,0.187421323,0.075770709,0.005144848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Mercy University,0.59881947,0.049536589,0.094661214,0.168550486,0.374254561,0.312997151,0.101698404,0.006378213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Saint Mary College,0.639167228,0.079565387,0.113246404,0.151878797,0.252916312,0.402393101,0.170496835,0.007616626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Saint Mary's University,0.734882645,0.083060069,0.083245483,0.110714192,0.25054324,0.472437015,0.236185905,0.024504647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount San Antonio College,0.519653259,0.175365073,0.177963069,0.204455181,0.222013704,0.220202973,0.103401663,0.004847316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount St. Mary's College,0.458610876,0.098514445,0.104713278,0.164583353,0.260527313,0.371661611,0.160055281,0.006153732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Vernon Nazarene University,0.600154165,0.134622742,0.170023783,0.209292638,0.284359695,0.201701141,0.086081437,0.009435489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Wachusett Community College,0.556759695,0.151041393,0.192857797,0.245524907,0.241231978,0.169343925,0.053822741,4.26E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain Empire Community College,0.396868108,0.238750152,0.242122312,0.276101216,0.162798039,0.08022828,0.032530148,0.000294748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mt. San Jacinto College,0.557431874,0.213571394,0.209574238,0.201012923,0.19389647,0.181944975,0.080452279,0.002696015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenberg College,0.819506919,0.080184789,0.074626991,0.092992506,0.208331006,0.543864708,0.342803499,0.058269584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multnomah University,0.603007043,0.206749332,0.19113922,0.216797948,0.222142281,0.163171219,0.084975742,0.00326204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murray State University,0.603603345,0.112110122,0.151576819,0.224143934,0.26561336,0.246555765,0.115264889,0.009756779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musicians Institute,0.585523745,0.213369667,0.3015018,0.182456576,0.167412107,0.13525985,0.060134076,0.003746372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muskegon Community College,0.567613967,0.128429536,0.198243586,0.270973152,0.254179471,0.148174255,0.051362629,0.00158259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muskingum University,0.640504543,0.057743043,0.109252734,0.176955249,0.393035573,0.2630134,0.123280027,0.007349898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHTI  - Concord's Community College,0.598667355,0.113725813,0.154894229,0.22339655,0.280192839,0.227790569,0.092747765,0.000738283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa Valley College,0.574447215,0.165642399,0.174398399,0.183230827,0.250809442,0.225918933,0.102615656,0.004007355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nash Community College,0.48206675,0.137441758,0.229305555,0.283248044,0.24264751,0.107357133,0.03860005,0.000295836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashua Community College,0.618727292,0.133539352,0.163268618,0.239921486,0.269120938,0.194149605,0.055693689,0.001406863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nashville State Community College,0.531795499,0.145835825,0.196643942,0.283983735,0.234356075,0.139180424,0.051211056,0.003491235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
